ResponseId,PROLIFIC_PID,ChartType,actual,analogy,actualOverlay,analogyOverlay
R_8P5k8zBxzHqyxaC,676a77f31664b1f6c3223a7f,BubbleChart,/Users/h2o/Desktop/finalSketches/BubbleActual/R_8P5k8zBxzHqyxaC_signature.png,/Users/h2o/Desktop/finalSketches/BubbleAnalogy/R_8P5k8zBxzHqyxaC_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bubble/R_8P5k8zBxzHqyxaC_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bubble/R_8P5k8zBxzHqyxaC_signature.png_analogy_composite.png
R_1u2CxQqOxOoQUAp,61073a8e6fae58a66dd57b39,BarChart,/Users/h2o/Desktop/finalSketches/BarActual/R_1u2CxQqOxOoQUAp_signature.png,/Users/h2o/Desktop/finalSketches/BarAnalogy/R_1u2CxQqOxOoQUAp_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_1u2CxQqOxOoQUAp_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_1u2CxQqOxOoQUAp_signature.png_analogy_composite.png
R_6O63oN4BTs7dEbx,67181762b1a53b1a378ffe14,Heatmap,/Users/h2o/Desktop/finalSketches/HeatmapActual/R_6O63oN4BTs7dEbx_signature.png,/Users/h2o/Desktop/finalSketches/HeatmapAnalogy/R_6O63oN4BTs7dEbx_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/heatmap/R_6O63oN4BTs7dEbx_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/heatmap/R_6O63oN4BTs7dEbx_signature.png_analogy_composite.png
R_3w6DwR5urIOmfDP,677021cadc17021dfb5fc301,BubbleChart,/Users/h2o/Desktop/finalSketches/BubbleActual/R_3w6DwR5urIOmfDP_signature.png,/Users/h2o/Desktop/finalSketches/BubbleAnalogy/R_3w6DwR5urIOmfDP_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bubble/R_3w6DwR5urIOmfDP_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bubble/R_3w6DwR5urIOmfDP_signature.png_analogy_composite.png
R_4xQxwzOYsPXEwgL,663595186fd0c6f76c84f144,Sunburst,/Users/h2o/Desktop/finalSketches/Sunburst Draw/R_4xQxwzOYsPXEwgL_signature.png,/Users/h2o/Desktop/finalSketches/SunburstAnalogy/R_4xQxwzOYsPXEwgL_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/sunburst/R_4xQxwzOYsPXEwgL_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/sunburst/R_4xQxwzOYsPXEwgL_signature.png_analogy_composite.png
R_8Eby12nDx26pBEh,6565e080bdcef69dfd887f74,ButterflyChart,/Users/h2o/Desktop/finalSketches/ButterflyActual/R_8Eby12nDx26pBEh_signature.png,/Users/h2o/Desktop/finalSketches/ButterflyAnalogy/R_8Eby12nDx26pBEh_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/butterfly/R_8Eby12nDx26pBEh_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/butterfly/R_8Eby12nDx26pBEh_signature.png_analogy_composite.png
R_5kw6fOWaS4V0iAE,663aff1ef2aa86d1a83716ca,BarChart,/Users/h2o/Desktop/finalSketches/BarActual/R_5kw6fOWaS4V0iAE_signature.png,/Users/h2o/Desktop/finalSketches/BarAnalogy/R_5kw6fOWaS4V0iAE_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_5kw6fOWaS4V0iAE_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_5kw6fOWaS4V0iAE_signature.png_analogy_composite.png
R_4kMlPy3hQJsi26I,65f04571d48174aefd2817d0,StackedArea,/Users/h2o/Desktop/finalSketches/StackedAreaBaseline/R_4kMlPy3hQJsi26I_signature.png,/Users/h2o/Desktop/finalSketches/StackedAreaAnalogy/R_4kMlPy3hQJsi26I_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/stackedArea/R_4kMlPy3hQJsi26I_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/stackedArea/R_4kMlPy3hQJsi26I_signature.png_analogy_composite.png
R_87yDxx6VB0rQs9w,66daed4c64c8a7ff4de12537,BarChart,/Users/h2o/Desktop/finalSketches/BarActual/R_87yDxx6VB0rQs9w_signature.png,/Users/h2o/Desktop/finalSketches/BarAnalogy/R_87yDxx6VB0rQs9w_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_87yDxx6VB0rQs9w_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_87yDxx6VB0rQs9w_signature.png_analogy_composite.png
R_8th69opGJIPs6xu,664a70b48ff64eb6fa5d8b05,Histogram,/Users/h2o/Desktop/finalSketches/HistogramActual/R_8th69opGJIPs6xu_signature.png,/Users/h2o/Desktop/finalSketches/HistogramAnalogy/R_8th69opGJIPs6xu_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/histogram/R_8th69opGJIPs6xu_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/histogram/R_8th69opGJIPs6xu_signature.png_analogy_composite.png
R_2EsBmy8K1Ws28xQ,675becafb9c875a1026c38b3,Heatmap,/Users/h2o/Desktop/finalSketches/HeatmapActual/R_2EsBmy8K1Ws28xQ_signature.png,/Users/h2o/Desktop/finalSketches/HeatmapAnalogy/R_2EsBmy8K1Ws28xQ_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/heatmap/R_2EsBmy8K1Ws28xQ_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/heatmap/R_2EsBmy8K1Ws28xQ_signature.png_analogy_composite.png
R_8s5J1YOHObht56t,65257c1a7780ceee7f6ef9bd,Heatmap,/Users/h2o/Desktop/finalSketches/HeatmapActual/R_8s5J1YOHObht56t_signature.png,/Users/h2o/Desktop/finalSketches/HeatmapAnalogy/R_8s5J1YOHObht56t_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/heatmap/R_8s5J1YOHObht56t_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/heatmap/R_8s5J1YOHObht56t_signature.png_analogy_composite.png
R_27QyT04gKZAJtCN,5f60713e595007000a8e1da7,StackedArea,/Users/h2o/Desktop/finalSketches/StackedAreaBaseline/R_27QyT04gKZAJtCN_signature.png,/Users/h2o/Desktop/finalSketches/StackedAreaAnalogy/R_27QyT04gKZAJtCN_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/stackedArea/R_27QyT04gKZAJtCN_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/stackedArea/R_27QyT04gKZAJtCN_signature.png_analogy_composite.png
R_8rqsacwkwQOyoTY,61268bfae35dcb011f6081b5,Waterfall,/Users/h2o/Desktop/finalSketches/WaterfallActual/R_8rqsacwkwQOyoTY_signature.png,/Users/h2o/Desktop/finalSketches/WaterfallAnalogy/R_8rqsacwkwQOyoTY_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/waterfall/R_8rqsacwkwQOyoTY_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/waterfall/R_8rqsacwkwQOyoTY_signature.png_analogy_composite.png
R_8XRsaZwVl9xf5Ch,673dbdb45619a09770515a71,StackedArea,/Users/h2o/Desktop/finalSketches/StackedAreaBaseline/R_8XRsaZwVl9xf5Ch_signature.png,/Users/h2o/Desktop/finalSketches/StackedAreaAnalogy/R_8XRsaZwVl9xf5Ch_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/stackedArea/R_8XRsaZwVl9xf5Ch_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/stackedArea/R_8XRsaZwVl9xf5Ch_signature.png_analogy_composite.png
R_2g6sG3yWKuYN2hC,66158689100c088c6ca9c9a0,BubbleChart,/Users/h2o/Desktop/finalSketches/BubbleActual/R_2g6sG3yWKuYN2hC_signature.png,/Users/h2o/Desktop/finalSketches/BubbleAnalogy/R_2g6sG3yWKuYN2hC_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bubble/R_2g6sG3yWKuYN2hC_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bubble/R_2g6sG3yWKuYN2hC_signature.png_analogy_composite.png
R_8QXVF1l2FZaA8UO,61141c855eb58d6a4e3d8d5b,Sunburst,/Users/h2o/Desktop/finalSketches/Sunburst Draw/R_8QXVF1l2FZaA8UO_signature.png,/Users/h2o/Desktop/finalSketches/SunburstAnalogy/R_8QXVF1l2FZaA8UO_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/sunburst/R_8QXVF1l2FZaA8UO_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/sunburst/R_8QXVF1l2FZaA8UO_signature.png_analogy_composite.png
R_6jVUsgVXxv9FUeX,5d8e622ac42e4e0019530ec6,BubbleChart,/Users/h2o/Desktop/finalSketches/BubbleActual/R_6jVUsgVXxv9FUeX_signature.png,/Users/h2o/Desktop/finalSketches/BubbleAnalogy/R_6jVUsgVXxv9FUeX_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bubble/R_6jVUsgVXxv9FUeX_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bubble/R_6jVUsgVXxv9FUeX_signature.png_analogy_composite.png
R_8rpe4wyoM31pDwp,66b0d065329001a04e5ae671,Waterfall,/Users/h2o/Desktop/finalSketches/WaterfallActual/R_8rpe4wyoM31pDwp_signature.png,/Users/h2o/Desktop/finalSketches/WaterfallAnalogy/R_8rpe4wyoM31pDwp_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/waterfall/R_8rpe4wyoM31pDwp_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/waterfall/R_8rpe4wyoM31pDwp_signature.png_analogy_composite.png
R_8Lj7xffnraAGvKn,5ec96e3609117f0a67231842,Heatmap,/Users/h2o/Desktop/finalSketches/HeatmapActual/R_8Lj7xffnraAGvKn_signature.png,/Users/h2o/Desktop/finalSketches/HeatmapAnalogy/R_8Lj7xffnraAGvKn_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/heatmap/R_8Lj7xffnraAGvKn_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/heatmap/R_8Lj7xffnraAGvKn_signature.png_analogy_composite.png
R_2bZ3Caxoa8vTikh,646d09329a9be6926ff22bed,Waterfall,/Users/h2o/Desktop/finalSketches/WaterfallActual/R_2bZ3Caxoa8vTikh_signature.png,/Users/h2o/Desktop/finalSketches/WaterfallAnalogy/R_2bZ3Caxoa8vTikh_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/waterfall/R_2bZ3Caxoa8vTikh_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/waterfall/R_2bZ3Caxoa8vTikh_signature.png_analogy_composite.png
R_6z5sv9foDBmtudT,675a5ad39c319c39e7753011,Sunburst,/Users/h2o/Desktop/finalSketches/Sunburst Draw/R_6z5sv9foDBmtudT_signature.png,/Users/h2o/Desktop/finalSketches/SunburstAnalogy/R_6z5sv9foDBmtudT_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/sunburst/R_6z5sv9foDBmtudT_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/sunburst/R_6z5sv9foDBmtudT_signature.png_analogy_composite.png
R_5S7e2R0wHmzHF1m,66c0e527746d984d9bff5f3f,Heatmap,/Users/h2o/Desktop/finalSketches/HeatmapActual/R_5S7e2R0wHmzHF1m_signature.png,/Users/h2o/Desktop/finalSketches/HeatmapAnalogy/R_5S7e2R0wHmzHF1m_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/heatmap/R_5S7e2R0wHmzHF1m_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/heatmap/R_5S7e2R0wHmzHF1m_signature.png_analogy_composite.png
R_8QOWN9fSDOIFVYJ,5c5b31c415f6c30001de2df5,Waterfall,/Users/h2o/Desktop/finalSketches/WaterfallActual/R_8QOWN9fSDOIFVYJ_signature.png,/Users/h2o/Desktop/finalSketches/WaterfallAnalogy/R_8QOWN9fSDOIFVYJ_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/waterfall/R_8QOWN9fSDOIFVYJ_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/waterfall/R_8QOWN9fSDOIFVYJ_signature.png_analogy_composite.png
R_1CdZOd9BbE6X474,6771d3e04b7744146a495b57,Heatmap,/Users/h2o/Desktop/finalSketches/HeatmapActual/R_1CdZOd9BbE6X474_signature.png,/Users/h2o/Desktop/finalSketches/HeatmapAnalogy/R_1CdZOd9BbE6X474_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/heatmap/R_1CdZOd9BbE6X474_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/heatmap/R_1CdZOd9BbE6X474_signature.png_analogy_composite.png
R_83dOdS6jzQLJbzc,65feaaac53eb219f09ad5ea0,BarChart,/Users/h2o/Desktop/finalSketches/BarActual/R_83dOdS6jzQLJbzc_signature.png,/Users/h2o/Desktop/finalSketches/BarAnalogy/R_83dOdS6jzQLJbzc_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_83dOdS6jzQLJbzc_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_83dOdS6jzQLJbzc_signature.png_analogy_composite.png
R_2NPYir4R7TNparT,5f600669b846780f0fe45709,StackedArea,/Users/h2o/Desktop/finalSketches/StackedAreaBaseline/R_2NPYir4R7TNparT_signature.png,/Users/h2o/Desktop/finalSketches/StackedAreaAnalogy/R_2NPYir4R7TNparT_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/stackedArea/R_2NPYir4R7TNparT_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/stackedArea/R_2NPYir4R7TNparT_signature.png_analogy_composite.png
R_8XdtnDOerVmxevL,66d819a27e8ac8c8dcdb605e,StackedArea,/Users/h2o/Desktop/finalSketches/StackedAreaBaseline/R_8XdtnDOerVmxevL_signature.png,/Users/h2o/Desktop/finalSketches/StackedAreaAnalogy/R_8XdtnDOerVmxevL_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/stackedArea/R_8XdtnDOerVmxevL_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/stackedArea/R_8XdtnDOerVmxevL_signature.png_analogy_composite.png
R_8UchA8DixTiaILz,6631974094690f6997799b7c,ButterflyChart,/Users/h2o/Desktop/finalSketches/ButterflyActual/R_8UchA8DixTiaILz_signature.png,/Users/h2o/Desktop/finalSketches/ButterflyAnalogy/R_8UchA8DixTiaILz_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/butterfly/R_8UchA8DixTiaILz_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/butterfly/R_8UchA8DixTiaILz_signature.png_analogy_composite.png
R_3k6WaC2A7idQsf6,62cd43d66c2dd7ae9ab53ae7,BarChart,/Users/h2o/Desktop/finalSketches/BarActual/R_3k6WaC2A7idQsf6_signature.png,/Users/h2o/Desktop/finalSketches/BarAnalogy/R_3k6WaC2A7idQsf6_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_3k6WaC2A7idQsf6_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_3k6WaC2A7idQsf6_signature.png_analogy_composite.png
R_8qss7plc3WFB8Dn,5c4f5967aac8be0001716a65,Histogram,/Users/h2o/Desktop/finalSketches/HistogramActual/R_8qss7plc3WFB8Dn_signature.png,/Users/h2o/Desktop/finalSketches/HistogramAnalogy/R_8qss7plc3WFB8Dn_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/histogram/R_8qss7plc3WFB8Dn_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/histogram/R_8qss7plc3WFB8Dn_signature.png_analogy_composite.png
R_21pLeGchQFI4zCp,665905fe269c7299f759eb07,Histogram,/Users/h2o/Desktop/finalSketches/HistogramActual/R_21pLeGchQFI4zCp_signature.png,/Users/h2o/Desktop/finalSketches/HistogramAnalogy/R_21pLeGchQFI4zCp_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/histogram/R_21pLeGchQFI4zCp_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/histogram/R_21pLeGchQFI4zCp_signature.png_analogy_composite.png
R_5gYExNnHUVuxUD7,675025ebcbd260ac2b9031ba,Histogram,/Users/h2o/Desktop/finalSketches/HistogramActual/R_5gYExNnHUVuxUD7_signature.png,/Users/h2o/Desktop/finalSketches/HistogramAnalogy/R_5gYExNnHUVuxUD7_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/histogram/R_5gYExNnHUVuxUD7_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/histogram/R_5gYExNnHUVuxUD7_signature.png_analogy_composite.png
R_1ZmrWkZ2WIFxkYN,60cee4ec871f36088fe20ff3,ButterflyChart,/Users/h2o/Desktop/finalSketches/ButterflyActual/R_1ZmrWkZ2WIFxkYN_signature.png,/Users/h2o/Desktop/finalSketches/ButterflyAnalogy/R_1ZmrWkZ2WIFxkYN_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/butterfly/R_1ZmrWkZ2WIFxkYN_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/butterfly/R_1ZmrWkZ2WIFxkYN_signature.png_analogy_composite.png
R_3WBhfzitcPgm05q,6757eff31cf1e45b5c2c89ae,Sunburst,/Users/h2o/Desktop/finalSketches/Sunburst Draw/R_3WBhfzitcPgm05q_signature.png,/Users/h2o/Desktop/finalSketches/SunburstAnalogy/R_3WBhfzitcPgm05q_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/sunburst/R_3WBhfzitcPgm05q_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/sunburst/R_3WBhfzitcPgm05q_signature.png_analogy_composite.png
R_23mJW9D7hbbGMW5,6713a8d7b21cb26dbea856bb,BarChart,/Users/h2o/Desktop/finalSketches/BarActual/R_23mJW9D7hbbGMW5_signature.png,/Users/h2o/Desktop/finalSketches/BarAnalogy/R_23mJW9D7hbbGMW5_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_23mJW9D7hbbGMW5_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_23mJW9D7hbbGMW5_signature.png_analogy_composite.png
R_2HiGIWFCHg1Nmox,62db2644ab0a3a353c0dcb54,ButterflyChart,/Users/h2o/Desktop/finalSketches/ButterflyActual/R_2HiGIWFCHg1Nmox_signature.png,/Users/h2o/Desktop/finalSketches/ButterflyAnalogy/R_2HiGIWFCHg1Nmox_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/butterfly/R_2HiGIWFCHg1Nmox_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/butterfly/R_2HiGIWFCHg1Nmox_signature.png_analogy_composite.png
R_2NDQ5emeod1xphg,629f6b8c65fcae219e245284,BarChart,/Users/h2o/Desktop/finalSketches/BarActual/R_2NDQ5emeod1xphg_signature.png,/Users/h2o/Desktop/finalSketches/BarAnalogy/R_2NDQ5emeod1xphg_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_2NDQ5emeod1xphg_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_2NDQ5emeod1xphg_signature.png_analogy_composite.png
R_8cejxSsSh86Lfd7,66c4a32221f616ebf48ab21d,ButterflyChart,/Users/h2o/Desktop/finalSketches/ButterflyActual/R_8cejxSsSh86Lfd7_signature.png,/Users/h2o/Desktop/finalSketches/ButterflyAnalogy/R_8cejxSsSh86Lfd7_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/butterfly/R_8cejxSsSh86Lfd7_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/butterfly/R_8cejxSsSh86Lfd7_signature.png_analogy_composite.png
R_2suArSWHDNKb4tH,6731fd49cb5d1b254feacf29,ButterflyChart,/Users/h2o/Desktop/finalSketches/ButterflyActual/R_2suArSWHDNKb4tH_signature.png,/Users/h2o/Desktop/finalSketches/ButterflyAnalogy/R_2suArSWHDNKb4tH_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/butterfly/R_2suArSWHDNKb4tH_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/butterfly/R_2suArSWHDNKb4tH_signature.png_analogy_composite.png
R_2gINcBc3nz9orUJ,6752e1980dcfbca68df8455e,BarChart,/Users/h2o/Desktop/finalSketches/BarActual/R_2gINcBc3nz9orUJ_signature.png,/Users/h2o/Desktop/finalSketches/BarAnalogy/R_2gINcBc3nz9orUJ_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_2gINcBc3nz9orUJ_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bar/R_2gINcBc3nz9orUJ_signature.png_analogy_composite.png
R_8VgyI7BelUZbT6Y,58d3bc1642648b0001f21ca4,BubbleChart,/Users/h2o/Desktop/finalSketches/BubbleActual/R_8VgyI7BelUZbT6Y_signature.png,/Users/h2o/Desktop/finalSketches/BubbleAnalogy/R_8VgyI7BelUZbT6Y_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bubble/R_8VgyI7BelUZbT6Y_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/bubble/R_8VgyI7BelUZbT6Y_signature.png_analogy_composite.png
R_2DtOcX1JcVzppo6,61267b828ead584bcf092e35,Sunburst,/Users/h2o/Desktop/finalSketches/Sunburst Draw/R_2DtOcX1JcVzppo6_signature.png,/Users/h2o/Desktop/finalSketches/SunburstAnalogy/R_2DtOcX1JcVzppo6_signature.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/sunburst/R_2DtOcX1JcVzppo6_signature.png_actual_composite.png,/Users/h2o/Documents/Projects/AnalogyVis/analysis/annotations/sunburst/R_2DtOcX1JcVzppo6_signature.png_analogy_composite.png
